name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
krantiveer,1994,159,Crime,7.4,1923,Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri
krantiveer,1994,159,Drama,7.4,1923,Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri
krantiveer the revolution,2010,159,Action,4.6,19,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
krantiveer the revolution,2010,159,Crime,4.6,19,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
krantiveer the revolution,2010,159,Drama,4.6,19,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
krazzy 4,2008,110,Comedy,4.2,2028,Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi
krazzy 4,2008,110,Crime,4.2,2028,Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi
krazzy 4,2008,110,Drama,4.2,2028,Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi
krina,2018,130,Thriller,5.8,6,Shyamal K. Mishra,Parth Singh Chauhan,Tunisha Sharma,Inder Kumar
krish trish and baltiboy face your fears,2017,65,Animation,7.8,28,Tilak Shetty,Deepak Chachra,Smita Malhotra,Tarun Ratnani
krishan avtaar,1993,180,Action,5.7,31,Ashok Gaekwad,Mithun Chakraborty,Somy Ali,Hashmat Khan
krishna,1996,156,Action,4.7,318,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
krishna,1996,156,Drama,4.7,318,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
krishna,1996,156,Romance,4.7,318,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
krishna arjun,1997,130,Drama,6.6,23,Shailendra Shukla,Jeetendra,Vivek Mushran,Upasna Singh
krishna aur kans,2012,117,Animation,6.5,188,Vikram Veturi,Manoj Bajpayee,Harish Bhimani,Neetu Chaudhary
krishna aur kans,2012,117,Action,6.5,188,Vikram Veturi,Manoj Bajpayee,Harish Bhimani,Neetu Chaudhary
krishna aur kans,2012,117,Adventure,6.5,188,Vikram Veturi,Manoj Bajpayee,Harish Bhimani,Neetu Chaudhary
krishna cottage,2004,124,Horror,5.2,1028,Santram Varma,Sohail Khan,Isha Koppikar,Anita Hassanandani Reddy
krishna cottage,2004,124,Mystery,5.2,1028,Santram Varma,Sohail Khan,Isha Koppikar,Anita Hassanandani Reddy
kriya,2020,96,Drama,6.5,29,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
kriya,2020,96,Fantasy,6.5,29,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
kriya,2020,96,Horror,6.5,29,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
kroadh,1990,144,Action,5.1,187,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh
kroadh,1990,144,Crime,5.1,187,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh
kroadh,1990,144,Drama,5.1,187,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh
krodh,2000,141,Action,4.4,213,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha
krodh,2000,141,Comedy,4.4,213,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha
krodh,2000,141,Drama,4.4,213,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha
krodhi,1981,159,Action,6.5,165,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman
krodhi,1981,159,Crime,6.5,165,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman
krodhi,1981,159,Thriller,6.5,165,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman
krrish,2006,154,Action,6.4,19091,Rakesh Roshan,Hrithik Roshan,Priyanka Chopra Jonas,Rekha
krrish,2006,154,Adventure,6.4,19091,Rakesh Roshan,Hrithik Roshan,Priyanka Chopra Jonas,Rekha
krrish,2006,154,Sci-Fi,6.4,19091,Rakesh Roshan,Hrithik Roshan,Priyanka Chopra Jonas,Rekha
krrish 3,2013,152,Action,5.2,21272,Rakesh Roshan,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas
krrish 3,2013,152,Adventure,5.2,21272,Rakesh Roshan,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas
krrish 3,2013,152,Sci-Fi,5.2,21272,Rakesh Roshan,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas
kshatriya,1993,187,Action,5.9,575,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna
kshatriya,1993,187,Drama,5.9,575,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna
kshatriya,1993,187,War,5.9,575,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna
kshay,2011,92,Drama,6.7,302,Karan Gour,Rasika Dugal,Alekh Sangal,Sudhir Pednekar
kucch luv jaisaa,2011,105,Drama,4.3,126,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose
kucch to hai,2003,143,Horror,4.2,851,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
kucch to hai,2003,143,Mystery,4.2,851,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
kuch der aur,2018,65,Drama,8.5,41,Anurag Kawatra,Meenu Kawatra,Saajan Kataria,Rajesh Navgain
kuch khatta kuch meetha,2007,140,Comedy,3.8,15,Basu Chatterjee,Sarvar Ahuja,Satish Kaushik,Anupam Kher
kuch khatti kuch meethi,2001,120,Comedy,4.6,628,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor
kuch khatti kuch meethi,2001,120,Drama,4.6,628,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor
kuch khatti kuch meethi,2001,120,Romance,4.6,628,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor
kuch kuch hota hai,1998,177,Comedy,7.6,49322,Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji
kuch kuch hota hai,1998,177,Drama,7.6,49322,Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji
kuch kuch hota hai,1998,177,Musical,7.6,49322,Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji
kuch kuch locha hai,2015,143,Comedy,2.5,794,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
kuch kuch locha hai,2015,143,Drama,2.5,794,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
kuch naa kaho,2003,169,Comedy,5.4,2224,Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah
kuch naa kaho,2003,169,Drama,5.4,2224,Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah
kuch naa kaho,2003,169,Romance,5.4,2224,Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah
kuch pal pyar ke,2018,104,Drama,4.3,18,Viral H. Patel,Aamir,Tejas Gadhvi,Aamir Ghani
kuch tum kaho kuch hum kahein,2002,171,Action,5.6,569,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
kuch tum kaho kuch hum kahein,2002,171,Drama,5.6,569,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
kuch tum kaho kuch hum kahein,2002,171,Romance,5.6,569,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
kuchh bheege alfaaz,2018,116,Romance,7.5,820,Onir,Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari
kuchh meetha ho jaye,2005,125,Comedy,3.4,278,Samar Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas
kuchh meetha ho jaye,2005,125,Romance,3.4,278,Samar Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas
kudiyon ka hai zamaana,2006,112,Comedy,3.7,70,Amar Butala,Rekha,Mahima Chaudhry,Vasundhara Das
kudrat,1981,164,Drama,6.9,315,Chetan Anand,Rajesh Khanna,Raaj Kumar,Hema Malini
kudrat,1981,164,Mystery,6.9,315,Chetan Anand,Rajesh Khanna,Raaj Kumar,Hema Malini
kudrat,1981,164,Romance,6.9,315,Chetan Anand,Rajesh Khanna,Raaj Kumar,Hema Malini
kudrat,1998,186,Action,4.5,139,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh
kudrat,1998,186,Drama,4.5,139,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh
kudrat,1998,186,Romance,4.5,139,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh
kudrat ka kanoon,1987,150,Mystery,5.1,46,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
kuk doo koo,1985,107,Comedy,8.5,6,Parvati Menon,Chetan Hansraj,Laxmi Aishwarya,Aditya Gupte
kuku mathur ki jhand ho gayi,2014,109,Comedy,5.3,243,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj
kuku mathur ki jhand ho gayi,2014,109,Romance,5.3,243,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj
kuldip patwal i didn't do it!,2017,128,Crime,6.6,614,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen
kuldip patwal i didn't do it!,2017,128,Drama,6.6,614,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen
kuldip patwal i didn't do it!,2017,128,Mystery,6.6,614,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen
kundan,1955,150,Crime,6.5,16,Sohrab Modi,Sohrab Modi,Sunil Dutt,Nimmi
kundan,1955,150,Drama,6.5,16,Sohrab Modi,Sohrab Modi,Sunil Dutt,Nimmi
kundan,1993,137,Action,5.8,40,K.C. Bokadia,Dharmendra,Jaya Prada,Amrish Puri
kundan,1993,137,Drama,5.8,40,K.C. Bokadia,Dharmendra,Jaya Prada,Amrish Puri
kunwara,2000,134,Comedy,5.1,887,David Dhawan,Govinda,Urmila Matondkar,Nagma
kunwara,2000,134,Drama,5.1,887,David Dhawan,Govinda,Urmila Matondkar,Nagma
kunwara,2000,134,Romance,5.1,887,David Dhawan,Govinda,Urmila Matondkar,Nagma
kunwara baap,1974,137,Comedy,7.2,368,Mehmood,Mehmood,Bharathi,Aachi Manorama
kunwara baap,1974,137,Drama,7.2,368,Mehmood,Mehmood,Bharathi,Aachi Manorama
kunwara paying guest,2007,86,Drama,5.7,7,Suresh Jain,Tanveer,Karishma,Urmila
kurbaan,1991,133,Action,4.2,531,Deepak Bahry,Sunil Dutt,Kabir Bedi,Salman Khan
kurbaan,1991,133,Drama,4.2,531,Deepak Bahry,Sunil Dutt,Kabir Bedi,Salman Khan
kurbaan,1991,133,Romance,4.2,531,Deepak Bahry,Sunil Dutt,Kabir Bedi,Salman Khan
kurbaan,2009,161,Action,5.7,4842,Renzil D'Silva,Lewis Tan,Kareena Kapoor,Saif Ali Khan
kurbaan,2009,161,Crime,5.7,4842,Renzil D'Silva,Lewis Tan,Kareena Kapoor,Saif Ali Khan
kurbaan,2009,161,Drama,5.7,4842,Renzil D'Silva,Lewis Tan,Kareena Kapoor,Saif Ali Khan
kurukshetra,2000,129,Action,6,996,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
kurukshetra,2000,129,Crime,6,996,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
kurukshetra,2000,129,Drama,6,996,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
kuselan,2008,165,Comedy,4.7,915,P. Vasu,Rajinikanth,Pasupathy,Meena
kuselan,2008,165,Drama,4.7,915,P. Vasu,Rajinikanth,Pasupathy,Meena
kuselan,2008,165,Family,4.7,915,P. Vasu,Rajinikanth,Pasupathy,Meena
kushti,2010,121,Comedy,4.3,171,Rajeev Kumar,Rajpal Yadav,Nargis Bagheri,Om Puri
kutte ki dum,2018,143,Comedy,8.9,10,Sunil Patel,Raz Rehman Ali,Jass Boparai,Tanya Daang
kya dilli kya lahore,2014,98,Drama,7.4,1844,Vijay Raaz,Karan Arora,Vijay Raaz,Manu Rishi Chadha
kya dilli kya lahore,2014,98,History,7.4,1844,Vijay Raaz,Karan Arora,Vijay Raaz,Manu Rishi Chadha
kya dilli kya lahore,2014,98,War,7.4,1844,Vijay Raaz,Karan Arora,Vijay Raaz,Manu Rishi Chadha
kya kehna,2000,155,Drama,5.9,1975,Kundan Shah,Preity Zinta,Saif Ali Khan,Chandrachur Singh
kya kehna,2000,155,Romance,5.9,1975,Kundan Shah,Preity Zinta,Saif Ali Khan,Chandrachur Singh
kya love story hai,2007,120,Comedy,3.6,346,Lovely Singh,Tusshar Kapoor,Ayesha Takia,Karan Hukka
kya love story hai,2007,120,Drama,3.6,346,Lovely Singh,Tusshar Kapoor,Ayesha Takia,Karan Hukka
kya love story hai,2007,120,Romance,3.6,346,Lovely Singh,Tusshar Kapoor,Ayesha Takia,Karan Hukka
kya yahi sach hai,2011,142,Crime,6.1,22,Y.P. Singh,Gurpreet Kaur Chadha,Shalini Chandran,T.K. Chowdhary
kya yahi sach hai,2011,142,Drama,6.1,22,Y.P. Singh,Gurpreet Kaur Chadha,Shalini Chandran,T.K. Chowdhary
kya yahi sach hai,2011,142,Thriller,6.1,22,Y.P. Singh,Gurpreet Kaur Chadha,Shalini Chandran,T.K. Chowdhary
kya yehi pyaar hai,2002,145,Drama,3.9,441,K. Muralimohana Rao,Jackie Shroff,Aftab Shivdasani,Ameesha Patel
kya yehi pyaar hai,2002,145,Romance,3.9,441,K. Muralimohana Rao,Jackie Shroff,Aftab Shivdasani,Ameesha Patel
kyaa kool hai hum,2005,172,Comedy,6.1,3296,Sangeeth Sivan,Tusshar Kapoor,Riteish Deshmukh,Isha Koppikar
kyaa kool hai hum,2005,172,Mystery,6.1,3296,Sangeeth Sivan,Tusshar Kapoor,Riteish Deshmukh,Isha Koppikar
kyaa kool hain hum 3,2016,124,Comedy,1.9,4165,Umesh Ghadge,Tusshar Kapoor,Aftab Shivdasani,Krishna Abhishek
kyaa super kool hain hum,2012,136,Comedy,4.9,3748,Sachin Yardi,Anupam Kher,Neha Sharma,Riteish Deshmukh
kyo kii... main jhuth nahin bolta,2001,131,Action,5.4,2023,David Dhawan,Govinda,Sushmita Sen,Rambha
kyo kii... main jhuth nahin bolta,2001,131,Comedy,5.4,2023,David Dhawan,Govinda,Sushmita Sen,Rambha
kyo kii... main jhuth nahin bolta,2001,131,Drama,5.4,2023,David Dhawan,Govinda,Sushmita Sen,Rambha
kyon ki...,2005,160,Drama,5.6,3775,Priyadarshan,Salman Khan,Kareena Kapoor,Rimi Sen
kyon ki...,2005,160,Romance,5.6,3775,Priyadarshan,Salman Khan,Kareena Kapoor,Rimi Sen
kyun! ho gaya na...,2004,165,Comedy,4.2,1724,Samir Karnik,Amitabh Bachchan,Vivek Oberoi,Aishwarya Rai Bachchan
kyun! ho gaya na...,2004,165,Drama,4.2,1724,Samir Karnik,Amitabh Bachchan,Vivek Oberoi,Aishwarya Rai Bachchan
kyun! ho gaya na...,2004,165,Romance,4.2,1724,Samir Karnik,Amitabh Bachchan,Vivek Oberoi,Aishwarya Rai Bachchan
laadla,1994,169,Drama,5.8,1158,Raj Kanwar,Anil Kapoor,Sridevi,Raveena Tandon
laadla,1994,169,Family,5.8,1158,Raj Kanwar,Anil Kapoor,Sridevi,Raveena Tandon
laadli laila,2011,87,Comedy,5.8,56,Murali Nair,Raghuvir Yadav,Sheila Naidu,Saurab Gharipurikar
laaga chunari mein daag journey of a woman,2007,122,Drama,5.4,2352,Pradeep Sarkar,Rani Mukerji,Jaya Bachchan,Konkona Sen Sharma
laaga chunari mein daag journey of a woman,2007,122,Family,5.4,2352,Pradeep Sarkar,Rani Mukerji,Jaya Bachchan,Konkona Sen Sharma
laaga chunari mein daag journey of a woman,2007,122,Romance,5.4,2352,Pradeep Sarkar,Rani Mukerji,Jaya Bachchan,Konkona Sen Sharma
laal kaptaan,2019,155,Action,7.3,4115,Navdeep Singh,Saif Ali Khan,Zoya Hussain,Manav Vij
laal kaptaan,2019,155,Adventure,7.3,4115,Navdeep Singh,Saif Ali Khan,Zoya Hussain,Manav Vij
laal kaptaan,2019,155,Drama,7.3,4115,Navdeep Singh,Saif Ali Khan,Zoya Hussain,Manav Vij
laal rang,2016,147,Comedy,8,4340,Syed Ahmad Afzal,Randeep Hooda,Akshay Oberoi,Rajniesh Duggall
laal rang,2016,147,Crime,8,4340,Syed Ahmad Afzal,Randeep Hooda,Akshay Oberoi,Rajniesh Duggall
laal rang,2016,147,Drama,8,4340,Syed Ahmad Afzal,Randeep Hooda,Akshay Oberoi,Rajniesh Duggall
laali ki shaadi mein laaddoo deewana,2017,130,Comedy,3.4,130,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan
laali ki shaadi mein laaddoo deewana,2017,130,Drama,3.4,130,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan
laali ki shaadi mein laaddoo deewana,2017,130,Musical,3.4,130,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan
laat saab,1992,126,Action,3.2,23,Sunil Agnihotri,Ishrat Ali,Asrani,Sharokh Bharucha
laat saab,1992,126,Crime,3.2,23,Sunil Agnihotri,Ishrat Ali,Asrani,Sharokh Bharucha
laat saab,1992,126,Drama,3.2,23,Sunil Agnihotri,Ishrat Ali,Asrani,Sharokh Bharucha
laawaris,1981,189,Drama,7.1,2230,Prakash Mehra,Amitabh Bachchan,Zeenat Aman,Rakhee Gulzar
laawaris,1981,189,Action,7.1,2230,Prakash Mehra,Amitabh Bachchan,Zeenat Aman,Rakhee Gulzar
laawaris,1981,189,Musical,7.1,2230,Prakash Mehra,Amitabh Bachchan,Zeenat Aman,Rakhee Gulzar
laawaris,1999,117,Action,4.4,151,Shrikant Sharma,Jackie Shroff,Dimple Kapadia,Akshaye Khanna
laawaris,1999,117,Crime,4.4,151,Shrikant Sharma,Jackie Shroff,Dimple Kapadia,Akshaye Khanna
laawaris,1999,117,Drama,4.4,151,Shrikant Sharma,Jackie Shroff,Dimple Kapadia,Akshaye Khanna
lab kush,1966,125,Family,6.4,7,Ashok Chattopadhyay,Master Shankar,Master Sushobhan,Asitbaran
ladies first,2014,106,Romance,3.6,20,Ashok Mehta,Ruby Ahmed,Khushboo Khan,Gautmi
ladies tailor,1981,148,Comedy,5.8,27,Khalid Akhtar,Sanjeev Kumar,Reena Roy,Amjad Khan
ladies tailor,2006,117,Comedy,3.6,125,Udyakanth,Javed Abdi,Krishna Bhatt,Preeti Bhutani
ladies vs. ricky bahl,2011,140,Comedy,6,9109,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Parineeti Chopra
ladies vs. ricky bahl,2011,140,Crime,6,9109,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Parineeti Chopra
ladies vs. ricky bahl,2011,140,Drama,6,9109,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Parineeti Chopra
ladki,1953,161,Comedy,5.9,16,M.V. Raman,Vyjayanthimala,Anjali Devi,Bharat Bhushan
lafange,1975,137,Drama,6.2,22,Harmesh Malhotra,Randhir Kapoor,Mumtaz,Pran
lafange,1975,137,Family,6.2,22,Harmesh Malhotra,Randhir Kapoor,Mumtaz,Pran
lafangey parindey,2010,126,Action,5.2,2027,Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Vijay Adhav
lafangey parindey,2010,126,Drama,5.2,2027,Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Vijay Adhav
lafangey parindey,2010,126,Romance,5.2,2027,Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Vijay Adhav
lagaan once upon a time in india,2001,224,Drama,8.1,107234,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh
lagaan once upon a time in india,2001,224,Musical,8.1,107234,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh
lagaan once upon a time in india,2001,224,Sport,8.1,107234,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh
lage raho munna bhai,2006,144,Comedy,8,44090,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Vidya Balan
lage raho munna bhai,2006,144,Drama,8,44090,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Vidya Balan
lage raho munna bhai,2006,144,Romance,8,44090,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Vidya Balan
lagna pahave karun,2013,125,Romance,6.5,55,Ajay Naik,Umesh Kamat,Mukta Barve,Siddharth Chandekar
lagori,2017,48,Drama,7.2,13,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
lagori,2017,48,Mystery,7.2,13,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
lagori,2017,48,Thriller,7.2,13,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
lahoo ke do rang,1997,172,Action,4.5,611,Mehul Kumar,Naseeruddin Shah,Akshay Kumar,Karisma Kapoor
lahoo ke do rang,1997,172,Drama,4.5,611,Mehul Kumar,Naseeruddin Shah,Akshay Kumar,Karisma Kapoor
lahore,2010,145,Action,6.3,514,Sanjay Puran Singh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad
lahore,2010,145,Drama,6.3,514,Sanjay Puran Singh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad
lahore,2010,145,Sport,6.3,514,Sanjay Puran Singh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad
lahore confidential,2021,68,Crime,2.8,522,Kunal Kohli,Richa Chadha,Nikhat Khan,Abdullah Osman
lahore confidential,2021,68,Drama,2.8,522,Kunal Kohli,Richa Chadha,Nikhat Khan,Abdullah Osman
lahore confidential,2021,68,Thriller,2.8,522,Kunal Kohli,Richa Chadha,Nikhat Khan,Abdullah Osman
lahu ke do rang,1979,139,Action,6.1,87,Mahesh Bhatt,Vinod Khanna,Shabana Azmi,Danny Denzongpa
lahu ke do rang,1979,139,Drama,6.1,87,Mahesh Bhatt,Vinod Khanna,Shabana Azmi,Danny Denzongpa
laila,2005,119,Crime,3.4,39,Vicky G.,Payal Rohatgi,Farid Amiri,Chery Shety
laila,2005,119,Thriller,3.4,39,Vicky G.,Payal Rohatgi,Farid Amiri,Chery Shety
laila majnu,1953,132,Romance,8,25,K. Amarnath,Shammi Kapoor,Nutan,Ulhas
laila majnu,2018,140,Drama,7.8,2701,Sajid Ali,Avinash Tiwary,Tripti Dimri,Sumit Kaul
laila majnu,2018,140,Romance,7.8,2701,Sajid Ali,Avinash Tiwary,Tripti Dimri,Sumit Kaul
lajja,2001,202,Action,6.7,2534,Rajkumar Santoshi,Manisha Koirala,Jackie Shroff,Madhuri Dixit
lajja,2001,202,Crime,6.7,2534,Rajkumar Santoshi,Manisha Koirala,Jackie Shroff,Madhuri Dixit
lajja,2001,202,Drama,6.7,2534,Rajkumar Santoshi,Manisha Koirala,Jackie Shroff,Madhuri Dixit
lajwanti,1958,120,Drama,7.3,43,Narendra Suri,Nargis,Balraj Sahni,Kumari Naaz
lajwanti,1958,120,Family,7.3,43,Narendra Suri,Nargis,Balraj Sahni,Kumari Naaz
lajwanti,2014,63,Drama,6.9,17,Pushpendra Singh,Sanghmitra Hitaishi,Pushpendra Singh,Sugna Devi
lajwanti,2014,63,Romance,6.9,17,Pushpendra Singh,Sanghmitra Hitaishi,Pushpendra Singh,Sugna Devi
lakeer - forbidden lines,2004,170,Action,4.4,932,Ahmed Khan,Sunny Deol,Sunil Shetty,Sohail Khan
lakeer - forbidden lines,2004,170,Romance,4.4,932,Ahmed Khan,Sunny Deol,Sunil Shetty,Sohail Khan
lakeer ka fakeer,2013,113,Crime,5.4,129,Zubair Khan,Vicky Ahuja,Saaikat Bagbaan,Ajaz Khan
lakhon ki baat,1984,136,Comedy,6.8,126,Basu Chatterjee,Sanjeev Kumar,Farooq Shaikh,Anita Raj
lakhon ki baat,1984,136,Musical,6.8,126,Basu Chatterjee,Sanjeev Kumar,Farooq Shaikh,Anita Raj
lakhon ki baat,1984,136,Romance,6.8,126,Basu Chatterjee,Sanjeev Kumar,Farooq Shaikh,Anita Raj
lakhon me ek,1971,155,Comedy,7,69,S.S. Balan,Mehmood,Pran,Ramesh Deo
lakhon me ek,1971,155,Drama,7,69,S.S. Balan,Mehmood,Pran,Ramesh Deo
lakshmanrekha,1991,133,Drama,4.7,37,Sunil Sikand,Naseeruddin Shah,Jackie Shroff,Sangeeta Bijlani
lakshmi,1982,134,Drama,5,10,B.S. Thapa,Reena Roy,Raj Babbar,Ranjeet
lakshmi,2014,115,Drama,7.9,1520,Nagesh Kukunoor,Monali Thakur,Vibha Chhibber,Ranjeet Jha
lakshya,2004,186,Action,7.9,21444,Farhan Akhtar,Hrithik Roshan,Preity Zinta,Amitabh Bachchan
lakshya,2004,186,Drama,7.9,21444,Farhan Akhtar,Hrithik Roshan,Preity Zinta,Amitabh Bachchan
lakshya,2004,186,Romance,7.9,21444,Farhan Akhtar,Hrithik Roshan,Preity Zinta,Amitabh Bachchan
lal baadshah,1999,180,Action,3.2,588,K.C. Bokadia,Amitabh Bachchan,Manisha Koirala,Shilpa Shetty Kundra
lal baadshah,1999,180,Drama,3.2,588,K.C. Bokadia,Amitabh Bachchan,Manisha Koirala,Shilpa Shetty Kundra
lal bangla,1966,135,Mystery,5.7,14,Jugal Kishore,Prithviraj Kapoor,Sheikh Mukhtar,Sujit Kumar
lal kothi,1978,123,Thriller,6.2,16,Batra Mohinder,Kanak Mukherjee,Tanuja,Ranjit Mallick
lal patthar,1971,148,Drama,6.5,117,Sushil Majumdar,Raaj Kumar,Hema Malini,Rakhee Gulzar
lal quila,1960,134,Thriller,6.3,9,Nanabhai Bhatt,Paidi Jairaj,Helen,Kamal Kapoor
lal salaam,2002,131,Musical,6.7,88,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
lal salaam,2002,131,Action,6.7,88,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
lal salaam,2002,131,Drama,6.7,88,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
lala hardaul,2012,147,History,7.4,8,Devendra Bhagat,Sachendra Choubey,Divyanka Tripathi Dahiya,Prince Khan
lambu dada,1992,142,Action,4.6,18,Sharad Chaudhary,Master Akash,Mahesh Anand,Kabir Bedi
lambu dada,1992,142,Crime,4.6,18,Sharad Chaudhary,Master Akash,Mahesh Anand,Kabir Bedi
lambu dada,1992,142,Drama,4.6,18,Sharad Chaudhary,Master Akash,Mahesh Anand,Kabir Bedi
lamhaa the untold story of kashmir,2010,152,Action,5,626,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Kunal Kapoor
lamhaa the untold story of kashmir,2010,152,Drama,5,626,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Kunal Kapoor
lamhaa the untold story of kashmir,2010,152,Thriller,5,626,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Kunal Kapoor
lamhe,1991,187,Drama,7.4,2638,Yash Chopra,Anil Kapoor,Sridevi,Anupam Kher
lamhe,1991,187,Musical,7.4,2638,Yash Chopra,Anil Kapoor,Sridevi,Anupam Kher
lamhe,1991,187,Romance,7.4,2638,Yash Chopra,Anil Kapoor,Sridevi,Anupam Kher
land of the gods,2016,92,Drama,7.3,278,Goran Paskaljevic,Victor Banerjee,Geetanjali Thapa,Uttara Baokar
lanka,2011,107,Action,5.8,205,Maqbool Khan,Manoj Bajpayee,Arjan Bajwa,Tia Bajpai
